_Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
chalk,©ɔk,7.42,2.26,4.47
chalked,©ɔkt,5.04,1.26,4.47
champ,©æmp,7.84,2.89,7.53
champs,©æmps,7.34,1.76,7.53
chance,©æns,10.98,4.09,7.78
chanced,©ænst,5.01,1.11,7.78
change,©enĵ,11.96,4.09,4.26
changed,©enĵd,10.85,3.71,4.26
chant,©ænt,8.55,2.07,6.88
chants,©ænts,6.5,1.53,6.88
chap,©æp,7.39,2.51,10
chapped,©æpt,4.14,1.3,10
chaps,©æps,6.15,2.12,10
char,©ɑr,9.9,1.86,9.34
chard,©ɑrd,5.2,0.78,14
charge,©ɑrĵ,10.72,3.66,7.5
charged,©ɑrĵd,9.46,2.87,7.5
Charles,©ɑrlz,10.47,3.42,NaN
charm,©ɑrm,8.25,2.9,8.09
charmed,©ɑrmd,5.62,2.49,NaN
charms,©ɑrmz,6.51,2.24,8.09
charred,©ɑrd,5.81,1.59,10.2
chart,©ɑrt,9.27,2.68,7.59
charts,©ɑrts,8.85,2.52,7.59
chase,©es,9.11,3.22,5.53
chased,©est,7.19,2.64,5.53
chaste,©est,5.83,1.49,13.11
chat,©æt,9.39,2.92,7.33
cheap,©!p,10.44,3.27,7.11
cheat,©!t,8.72,2.96,5.11
check,©ɛk,12.05,4.15,5.53
checked,©ɛkt,10.01,3.38,5.53
checks,©ɛks,10.2,2.88,5.53
cheek,©!k,8.18,2.56,5.06
cheeks,©!ks,8.17,2.35,5.06
cheep,©!p,6.56,0.85,6.64
cheer,©Ir,7.55,2.98,5
cheered,©Ird,6.35,1.8,5
cheers,©Irz,9.21,3.06,8.59
cheese,©!z,9.07,3.3,4.33
chef,∫ɛf,7.26,2.78,8.3
chess,©ɛs,9.33,2.58,5.37
chest,©ɛst,9.47,3.32,5.05
chests,©ɛsts,6.27,1.72,5.05
chew,©u,7.96,2.67,4.05
chewed,©ud,6.69,2.1,4.05
chi,kĨ,9.49,2.56,NaN
chic,∫!k,6.28,2.08,9.53
chick,©Ik,8.06,3.13,5.53
chicks,©Iks,6.99,2.87,5.53
chide,©Ĩd,4.23,0.78,12.33
chief,©!f,9.85,3.6,7.53
chief's,©!fs,5.24,NULL,NaN
chiefs,©!fs,7.32,2.39,7.53
child,©Ĩld,11.08,3.91,5.15
child's,©Ĩldz,8.3,NULL,NaN
chill,©Il,8.18,2.92,6.4
chilled,©Ild,6.5,1.86,NaN
chills,©Ilz,6.56,2,6.4
chime,©Ĩm,6.98,1.68,7.83
chimes,©Ĩmz,6.34,1.94,7.83
chimp,©Imp,5.82,2.19,7.17
chin,©In,8.47,2.81,4.22
chines,©Ĩnz,4.25,NULL,NaN
chinked,©Iŋkt,0.69,0.3,10.47
chins,©Inz,5.69,1.56,4.22
chip,©Ip,10.48,3.02,5.89
chipped,©Ipt,7.23,2.1,NaN
chips,©Ips,9.93,2.92,5.89
chirp,©ɝp,5.7,1.49,4.63
chirped,©ɝpt,3.87,NULL,NaN
chit,©It,5.32,1.18,11.45
chive,©Ĩv,2.56,NULL,11.07
chives,©Ĩvz,4.66,1.2,11.07
chock,©ɑk,6.21,1,10.69
chocks,©ɑks,3.53,1.04,10.69
choice,©œs,11.09,3.7,5.17
choir,kwĨr,7.66,2.43,6.53
choir's,kwĨrz,3,NULL,NaN
choke,©ok,7.99,2.52,6.11
choked,©okt,6.96,2.25,6.11
chomp,©ɑmp,5.38,1.15,6.11
choose,©uz,10.81,3.39,4.74
chop,©ɑp,7.75,2.84,6.74
chopped,©ɑpt,8.2,2.37,6.74
chops,©ɑps,6.79,2.44,6.74
chord,kɔrd,8.35,1.97,9.71
chords,kɔrdz,8.38,1.89,9.71
chore,©ɔr,6.36,1.72,5.79
chores,©ɔrz,6.83,2.33,5.79
chose,©oz,9.52,2.98,4.74
chow,©Ă,8.11,2.55,7.89
Christ,krĨst,9.91,3.66,NaN
Christ's,krĨsts,7.26,NULL,NaN
chrome,krom,7.94,1.82,8.32
chromed,kromd,5.1,0.3,8.32
chuck,©ʌk,9.44,3.04,6.72
chug,©ʌg,5.53,2.08,9.37
chum,©ʌm,5.71,2.2,9.24
chump,©ʌmp,5.66,2.32,10.95
chunk,©ʌŋk,8.35,2.33,8.53
chunks,©ʌŋks,8.08,1.98,8.53
church,©ɝ©,10.8,3.55,5.15
churn,©ɝn,5.83,1.51,9
churned,©ɝnd,5.22,1.28,9
churns,©ɝnz,4.28,1,9
chute,∫ut,7.01,2.27,7.68
ciao,©Ă,7.68,2.4,NaN
cinch,sIn©,5.02,2.26,10.72
cite,sĨt,8.72,1.69,13.29
cites,sĨts,7.68,0.78,13.29
clack,klæk,4.74,1.36,9.38
clad,klæd,6.78,1.04,10.17
claim,klem,10.94,3.11,9.05
claimed,klemd,9.84,2.57,9.05
claims,klemz,10.43,2.85,9.05
Clair,klɛr,6.5,1.68,NaN
Claire,klɛr,7.73,3.19,NaN
clam,klæm,6.64,2.3,7.37
clamp,klæmp,7.38,2.55,10.89
clamped,klæmpt,6.54,1.51,10.89
clamps,klæmps,6.76,1.75,10.89
clams,klæmz,6.51,2.14,7.37
clan,klæn,8.33,2.32,11.05
clang,klæŋ,5.62,1.64,9.53
clanged,klæŋd,2.64,0.3,9.53
clank,klæŋk,4.48,1.23,6.95
clap,klæp,6.84,2.38,3.4
clapped,klæpt,5.4,1.43,3.4
claps,klæps,4.84,1.38,3.4
Clare,klɛr,6.81,2.11,NaN
Clark,klɑrk,9.54,3,NaN
Clark's,klɑrks,6.43,NULL,NaN
clash,klæ∫,8.34,1.84,8.95
clashed,klæ∫t,5.79,1.08,8.95
clasp,klæsp,6.01,1.72,8.63
clasped,klæspt,5.86,0.85,8.63
class,klæs,11.45,3.78,4.95
classed,klæst,6.04,0.7,4.95
Claude,klɔd,7.59,NULL,NaN
Claude's,klɔdz,4.32,NULL,NaN
Claus,klɔz,7.51,2.85,NaN
clause,klɔz,8.81,2.16,12.16
claw,klɔ,7.69,2.35,4.7
clawed,klɔd,6.25,1.28,4.7
claws,klɔz,7.78,2.36,4.7
clay,kle,9.29,2.79,5.32
clean,kl!n,10.5,3.79,3.89
cleaned,kl!nd,8.42,2.96,3.89
cleans,kl!nz,6.62,2.09,3.89
cleanse,klɛnz,7.42,1.88,8.11
cleansed,klɛnzd,6.18,1.45,8.11
clear,klIr,11.26,3.94,5.8
cleared,klIrd,8.6,2.93,5.8
clears,klIrz,8.47,2.57,5.8
cleat,kl!t,5.88,1.36,9
cleave,kl!v,5.26,1.04,13.31
cleaved,kl!vd,5.13,0.6,13.31
clef,klɛf,5.08,0.85,12.56
cleft,klɛft,5.95,1.49,11.83
clefts,klɛfts,2.08,0.3,11.83
clench,klɛn©,5.59,1.32,9.89
clenched,klɛn©t,6.64,1.36,9.89
clerk,klɝk,7.91,2.82,6.74
clerk's,klɝks,4.54,NULL,NaN
clerks,klɝks,6.8,1.97,6.74
click,klIk,9.91,2.52,6.94
clicked,klIkt,7.45,1.74,6.94
clicks,klIks,7.36,2.29,6.94
client,klĨənt,11.13,3.43,12.05
client's,klĨənts,7.69,NULL,NaN
clients,klĨənts,10.43,3.03,12.05
cliff,klIf,8.54,3.04,7.28
cliffs,klIfs,7.25,2.05,7.28
climb,klĨm,8.72,3,5.3
climbed,klĨmd,7.75,2.41,5.3
climbs,klĨmz,7.15,1.72,5.3
clime,klĨm,4.06,0.85,13.67
climes,klĨmz,4.76,1.04,13.67
clinch,klIn©,5.82,1.54,10.94
clinched,klIn©t,5.09,1,10.94
cling,klIŋ,7.11,2.11,7.74
clings,klIŋz,5.32,1.38,7.74
clinked,klIŋkt,2.56,0.3,9.44
clip,klIp,8.89,2.46,6.61
clipped,klIpt,7.46,2.06,6.61
clips,klIps,8.56,2.05,6.61
clique,kl!k,6.47,1.6,12.42
cliques,kl!ks,5.04,1.08,12.42
cloak,klok,8.29,2.19,6.95
clock,klɑk,10.11,3.48,4.42
clocked,klɑkt,6.55,1.81,4.42
clocks,klɑks,8.19,2.16,4.42
clod,klɑd,5.26,1.34,10.59
clods,klɑdz,4.57,0.9,10.59
clog,klɑg,6.73,1.62,9.39
clogged,klɑgd,6.48,1.76,9.39
clone,klon,11.05,2.11,8.89
clop,klɑp,3.33,0.7,9.19
close,kloz,11.35,4.05,4.5
closed,klozd,10.23,3.44,4.5
clot,klɑt,5.6,1.97,11.05
cloth,klɔθ,9.32,2.49,5.3
clothe,kloð,5.37,1.63,8.83
clothed,kloðd,6.82,1.53,8.83
clothes,kloz,9.57,3.71,3.11
cloud,klĂd,8.75,2.78,3.63
clouds,klĂdz,8.34,2.71,3.63
clout,klĂt,6.67,1.69,16.86
clove,klov,6.24,1.43,10.88
cloves,klovz,6.83,1.48,10.88
clown,klĂn,7.92,2.91,3.72
clown's,klĂnz,3.91,NULL,NaN
clowns,klĂnz,7.03,2.5,3.72
club,klʌb,11.06,3.7,5.89
club's,klʌbz,6.63,NULL,NaN
clubbed,klʌbd,4.45,1.15,5.89
clubs,klʌbz,9.61,2.73,5.89
cluck,klʌk,4.87,1.87,5.22
clucked,klʌkt,2.77,0.48,5.22
clucks,klʌks,3.14,0.85,5.22
clue,klu,9.79,2.95,6.06
clues,kluz,8.47,2.51,6.06
clump,klʌmp,6.12,1.45,8.62
clumps,klʌmps,5.8,0.7,8.62
clung,klʌŋ,6.17,1.4,7.74
clunk,klʌŋk,5.23,1.52,8.22
clutch,klʌ©,7.91,2.11,10.24
clutched,klʌ©t,5.95,1.18,10.24
Clyde,klĨd,7.39,NULL,NaN
coach,ko©,9.08,3.39,6.89
coal,kol,8.48,2.53,6.65
coals,kolz,5.86,1.69,6.65
coarse,kɔrs,7.17,1.85,9.11
coast,kost,10.01,3.13,6.43
coasts,kosts,6.07,1.28,6.43
coat,kot,9.24,3.33,3.58
coats,kots,7.72,2.48,3.58
coax,koks,7.64,1.62,11.47
coaxed,kokst,5.25,0.95,11.47
cob,kɑb,6.13,1.56,6.52
cock,kɑk,10.06,2.76,11.32
cocked,kɑkt,6.25,1.63,NaN
cod,kɑd,9.34,2.06,11.5
code,kod,11.91,3.43,8.11
codes,kodz,9.78,2.67,8.11
cog,kɑg,6.68,1.45,11.33
cogs,kɑgz,6.11,1.3,11.33
coil,kœl,8.13,1.92,9.67
coiled,kœld,5.63,1.11,NaN
coils,kœlz,7.18,1.68,9.67
coin,kœn,8.76,2.7,4.17
coined,kœnd,6.91,1.4,4.17
coins,kœnz,8.4,2.34,4.17
Coke,kok,8.36,2.98,NaN
Cokes,koks,5.06,1.84,NaN
cold,kold,10.46,3.82,3.95
colds,koldz,6.11,1.59,3.95
cole,kol,8.28,3.17,NaN
colt,kolt,7.57,2.43,8.98
colt's,kolts,4.23,NULL,NaN
colts,kolts,6.93,1.43,8.98
comb,kom,7.39,2.49,5.5
combed,komd,5.71,1.75,5.5
combs,komz,6.47,1.6,5.5
come,kʌm,12.35,5.2,3.32
comes,kʌmz,11.55,4.07,3.32
con,kɑn,10.68,2.81,9.64
conch,kɑn©,7.3,1.32,10.5
cone,kon,8.17,2.18,4.67
cones,konz,7.05,1.79,4.67
conk,kɑŋk,4.04,1.34,9.07
conned,kɑnd,5.72,1.84,9.64
cons,kɑnz,8.35,2.05,9.64
coo,ku,5.7,1.56,7.16
cook,kʊk,9.51,3.37,4.22
cook's,kʊks,5.72,NULL,NaN
cooked,kʊkt,8.15,2.69,4.22
cooks,kʊks,6.69,2.29,4.22
cool,kul,10.81,4,4.58
cooled,kuld,7.19,1.82,4.58
cools,kulz,6.24,1.58,4.58
coop,kup,6.75,2.72,8.25
cooped,kupt,4.51,1.91,8.25
coops,kups,4.39,0.3,8.25
cop,kɑp,9.32,3.64,4.94
cope,kop,8.24,2.22,9.44
copes,kops,5.16,0.3,9.44
cops,kɑps,8.86,3.63,4.94
cord,kɔrd,8.44,2.56,6
cords,kɔrdz,7.12,1.94,6
core,kɔr,9.89,2.7,7.63
cores,kɔrz,6.81,1.53,7.63
cork,kɔrk,7.24,2.17,9.05
corked,kɔrkt,3.87,1.15,9.05
corks,kɔrks,4.8,1.08,9.05
corn,kɔrn,8.51,2.86,4.61
corns,kɔrnz,4.92,1.64,4.61
corp,kɔrp,9.96,1.83,NaN
corps,kɔr,9.16,2.75,11.56
corpse,kɔrps,7.59,2.71,10
cost,kɔst,11.51,3.45,5.67
costs,kɔsts,10.73,2.91,5.67
cot,kɑt,6.3,2.01,7.53
couch,kĂ©,8.51,3.08,3.74
couched,kĂ©t,5.45,0.48,3.74
cough,kɔf,7.7,2.65,4.32
coughed,kɔft,5.76,1.49,4.32
could,kʊd,13.21,4.92,4.32
count,kĂnt,10.45,3.66,2.61
counts,kĂnts,9.08,2.84,2.61
coup,ku,7.74,2.13,12.06
coups,kuz,5.21,0.7,12.06
course,kɔrs,12.19,4.4,7.34
court,kɔrt,10.96,3.71,8.39
court's,kɔrts,7.24,NULL,NaN
courts,kɔrts,9.29,2.48,8.39
cove,kov,7.04,2.22,9.63
coves,kovz,3.83,0.48,9.63
cow,kĂ,8.89,3.11,3.94
cow's,kĂz,6.19,NULL,NaN
coward,kĂɝd,7.41,2.87,7.62
cower,kĂr,5.4,1.23,10.78
cowl,kĂl,5.81,0.78,13.53
cows,kĂz,8.22,2.68,3.94
coy,kœ,6.14,1.95,11.67
crab,kræb,6.89,2.55,5.28
crabbed,kræbd,1.61,0.48,5.28
crabs,kræbz,5.99,2.21,5.28
crack,kræk,9.16,3.22,6.33
cracked,krækt,8.08,2.69,6.33
cracks,kræks,7.75,2.4,6.33
craft,kræft,8.84,2.46,5.83
crafts,kræfts,7.81,1.85,5.83
crag,kræg,4.91,1.3,11.54
crags,krægz,4.57,0.3,11.54
Craig,kreg,9.69,2.56,NaN
Craig's,kregz,5.42,NULL,NaN
cram,kræm,7.15,1.89,10.32
crammed,kræmd,6.5,1.76,10.32
cramp,kræmp,5.95,2.16,8.5
cramps,kræmps,6.67,1.94,8.5
crane,kren,7.51,3.23,6.78
crane's,krenz,4.95,NULL,NaN
cranes,krenz,6.11,1.65,6.78
crank,kræŋk,8.11,2.44,11.25
crap,kræp,9.97,3.5,6.5
craps,kræps,6.88,2.19,6.5
crash,kræ∫,9.86,3.16,6.11
crashed,kræ∫t,8.6,2.73,6.11
crass,kræs,6.47,1.57,13.69
crate,kret,7.67,2.32,7.06
crates,krets,6.53,1.98,7.06
crave,krev,6.54,2.03,9.17
craved,krevd,5.14,1.23,9.17
crawl,krɔl,8.05,2.79,3.89
crawled,krɔld,7.05,2.31,3.89
crawls,krɔlz,6.06,1.72,3.89
craze,krez,6.54,1.72,9.1
crazed,krezd,6.8,2.03,7.95
creak,kr!k,5.38,1.43,8.1
creaked,kr!kt,4.23,0.48,8.1
creaks,kr!ks,4.63,1.76,8.1
cream,kr!m,9.2,3.4,5.95
creamed,kr!md,5.79,1.92,10.4
creams,kr!mz,5.89,1.54,5.95
crease,kr!s,7.46,1.85,7.79
creased,kr!st,6,1.2,NaN
creed,kr!d,7.79,2.11,9.17
creeds,kr!dz,5.8,0.95,9.17
creek,kr!k,9.04,2.66,5.89
creeks,kr!ks,5.45,1,5.89
creep,kr!p,7.49,2.76,8
creeps,kr!ps,6.91,2.52,8
crepe,krep,4.91,1.63,10.89
crept,krɛpt,6.48,1.77,8
crest,krɛst,7.16,2.03,10.35
crests,krɛsts,4.74,0.9,10.35
crew,kru,9.63,3.38,7.56
crew's,kruz,5.35,NULL,NaN
crews,kruz,7.54,2.23,7.56
crib,krIb,7.15,2.5,6.05
cribs,krIbz,4.93,1.42,6.05
crick,krIk,5.55,1.97,8.62
cried,krĨd,8.29,2.82,2.78
crier,krĨɝ,4.71,1.26,6.76
cries,krĨz,7.8,2.55,2.78
crime,krĨm,10.42,3.56,7.67
crimes,krĨmz,9.51,2.77,7.67
crimp,krImp,5.7,1.36,8.78
cringe,krInĵ,6.84,1.38,9.11
cringed,krInĵd,5.06,0.7,9.11
cripes,krĨps,5.01,1.36,NaN
crisp,krIsp,7.62,2.21,7.22
croak,krok,5.22,1.78,7.61
croaked,krokt,4.49,1.4,7.61
croaks,kroks,4.28,1.28,7.61
crock,krɑk,6.87,2.02,9.89
crocked,krɑkt,2.4,1.08,9.89
crone,kron,5.35,1.36,10.69
crook,krʊk,7.07,2.46,7.84
crooks,krʊks,6.61,2.19,7.84
croon,krun,4.17,1.11,13.33
crooned,krund,3.99,0.6,13.33
crop,krɑp,8.47,2.4,7.63
cropped,krɑpt,6.39,1.15,NaN
crops,krɑps,7.69,2.13,7.63
cross,krɔs,10.3,3.45,4.74
crossed,krɔst,8.58,2.94,4.74
crotch,krɑ©,8.2,2.15,8.94
crouch,krĂ©,7.15,1.59,8.5
crouched,krĂ©t,6.15,1.11,8.5
croup,krup,5.53,1.18,12.79
crow,kro,8.45,2.36,5.74
crowd,krĂd,9.47,3.28,7.14
crowds,krĂdz,7.65,2.26,7.14
crowed,krod,4.96,1.15,5.74
crown,krĂn,9.1,2.84,7.8
crowned,krĂnd,6.31,1.95,7.8
crowns,krĂnz,6.21,1.74,7.8
crows,kroz,6.99,2.15,5.74
crude,krud,8.12,2.19,11.11
cruel,kruəl,8.55,2.97,7.63
cruise,kruz,8.92,2.8,9.33
crumb,krʌm,5.83,1.97,5.89
crunch,krʌn©,7.48,2.26,5.63
crunched,krʌn©t,5.23,1.04,5.63
crush,krʌ∫,8.18,2.93,7.58
crushed,krʌ∫t,8.02,2.64,7.58
crust,krʌst,7.3,2.22,5.95
crutch,krʌ©,6.38,1.83,7.21
crux,krʌks,6.74,1.2,12.11
cry,krĨ,9.49,3.52,2.78
crypt,krIpt,8.26,1.85,10.68
cub,kʌb,7.18,2.03,5.4
cub's,kʌbz,2.94,NULL,NaN
cube,kyub,8.52,2.18,7.32
cubed,kyubd,5.47,1,NaN
cubes,kyubz,7.31,1.98,7.32
cubs,kʌbz,7.21,2.06,5.4
cud,kʌd,6.84,1.15,10.85
cue,kyu,7.94,2.6,10.89
cues,kyuz,7.08,1.56,10.89
cuff,kʌf,6.73,2.47,8.44
cuffs,kʌfs,6.9,2.43,8.44
cull,kʌl,5.84,0.7,15.79
cult,kʌlt,9.29,2.36,10.63
cults,kʌlts,7.62,1.53,10.63
cup,kʌp,10.23,3.42,3.57
cupped,kʌpt,6.44,0.78,3.57
cups,kʌps,8.65,2.51,3.57
curb,kɝb,7.62,2.32,6.81
curbs,kɝbz,5.62,0.78,6.81
curd,kɝd,5,1.36,10.17
curds,kɝdz,4.39,0.7,10.17
cure,kyʊr,9.05,3.03,9.58
cured,kyʊrd,7.76,2.49,9.58
cures,kyʊrz,7.25,1.83,9.58
curl,kɝl,7.12,2.08,6.39
curled,kɝld,6.96,1.68,6.39
curls,kɝlz,6.64,1.9,6.39
curse,kɝs,8.95,2.97,7.47
cursed,kɝst,8.83,2.58,7.47
curt,kɝt,7.92,2.14,13.41
curve,kɝv,8.98,2.37,7.52
curved,kɝvd,7.63,1.51,6.67
curves,kɝvz,7.98,1.83,7.52
cusp,kʌsp,5.04,1.18,12.69
cuss,kʌs,5.68,1.74,6.79
cut,kʌt,11.5,4.07,4.43
cute,kyut,9.31,3.65,4.26
cuts,kʌts,9.44,2.77,4.43
cyst,sIst,5.72,1.36,11.81
cysts,sIsts,6.08,0.9,11.81
czar,zɑr,6.11,1.56,11.71
Czech,©ɛk,8.23,1.72,NaN
dab,dæb,6.19,1.76,6.72
dabbed,dæbd,4.25,0.48,6.72
dad,dæd,9.38,4.41,2.58
daft,dæft,6.32,1.84,12.26
dale,del,9.2,2.67,10.34
dales,delz,4.62,1,10.34
dam,dæm,8.12,2.47,6.58
dame,dem,7.99,2.85,11.79
dammed,dæmd,5.06,1.04,6.58
damn,dæm,10.32,4.16,8.3
damned,dæmd,9.06,2.95,NaN
damp,dæmp,7.45,2.18,7.67
dams,dæmz,6.42,1.34,6.58
Dan,dæn,10.9,3.27,NaN
dance,dæns,10.17,3.88,4.63
danced,dænst,7.31,2.68,4.63
Dane,den,7.07,2.2,NaN
Danes,denz,6.43,1.92,NaN
dank,dæŋk,6.39,1.46,12.37
dare,dɛr,9.09,3.45,6.63
dared,dɛrd,7.11,2.36,6.63
dares,dɛrz,6.52,2.09,6.63
dark,dɑrk,11.17,3.66,3.74
darn,dɑrn,8.42,2.85,8
darned,dɑrnd,6.94,2.06,NaN
dart,dɑrt,7.41,2,7.38
dash,dæ∫,8.14,2.49,7.74
dashed,dæ∫t,6.38,1.67,7.74
date,det,11.82,3.86,5.84
dates,dets,9.81,2.97,5.84
daub,dɔb,4.48,0.7,10.17
daubed,dɔbd,2.83,NULL,NaN
daunt,dɔnt,2.48,0.48,12.13
Dave,dev,11.03,3.34,NaN
Dave's,devz,7.55,NULL,NaN
dawn,dɔn,9.02,3.11,7
dawns,dɔnz,5.14,1.45,7
day,de,12.38,4.61,3.5
day's,dez,7.73,NULL,NaN
days,dez,11.97,4.19,3.5
daze,dez,6.39,1.46,10
dazed,dezd,6.56,1.59,NaN
dead,dɛd,11.2,4.36,5.17
deaf,dɛf,8.72,2.87,6.83
deal,d!l,11.34,4.12,6
deals,d!lz,9.55,2.7,6
dealt,dɛlt,9.01,2.58,6
dean,d!n,9.58,3.3,13.78
dean's,d!nz,6.53,NULL,NaN
deans,d!nz,5.78,0.6,13.78
dear,dIr,10.29,4.06,5.55
dearth,dɝθ,5.93,0.78,14.27
death,dɛθ,11.26,4.04,5.37
deaths,dɛθs,8.73,2.59,5.37
debt,dɛt,9.56,2.86,10.44
debts,dɛts,7.71,2.49,10.44
deck,dɛk,10.27,3.08,6.45
decked,dɛkt,5.52,1.51,6.45
decks,dɛks,8.8,2.12,6.45
deed,d!d,7.59,2.68,9.72
deeds,d!dz,7.78,2.62,9.72
deem,d!m,7.01,1.49,10.28
deemed,d!md,8.16,1.86,10.28
deep,d!p,10.66,3.59,5.47
deeps,d!ps,4.01,0.3,5.47
deer,dIr,8.5,2.65,5.17
deft,dɛft,5.29,1.32,11.13
deigned,dend,3.87,0.6,11.58
dell,dɛl,8.71,2.1,8.5
dells,dɛlz,4.84,0.9,NaN
delve,dɛlv,6.42,1.18,11.5
den,dɛn,9.85,2.5,5.7
dens,dɛnz,4.74,1.2,5.7
dense,dɛns,8.01,2.04,10.2
dent,dɛnt,7.81,2.26,7.33
depth,dɛpθ,9.44,2.63,9.72
depths,dɛpθs,7.84,2.2,9.72
desk,dɛsk,9.52,3.35,5.56
desks,dɛsks,6.62,1.74,5.56
deuce,dus,5.86,2.17,10.33
dew,du,7.19,2.04,7.37
dial,dĨəl,9.47,2.66,6.68
dialed,dĨəld,6.92,1.93,6.68
dials,dĨəlz,6.94,1.63,6.68
dibs,dIbz,5.81,2.08,7.56
dice,dĨs,9.61,2.73,6.37
did,dId,12.85,5.08,3.6
die,dĨ,11.13,4.12,4.53
died,dĨd,10.27,3.9,4.53
dies,dĨz,9.1,3.1,4.53
diet,dĨət,9.43,2.89,9.25
diets,dĨəts,7.38,1.49,9.25
dig,dIg,9.1,3.37,4.19
digs,dIgz,6.53,2.18,4.19
dike,dĨk,5.2,1.34,12.47
dill,dIl,6.2,1.96,8.2
dim,dIm,8.36,2.39,7.06
dime,dĨm,7.85,2.79,5.74
dimes,dĨmz,5.92,1.96,5.74
din,dIn,8.24,1.79,9
dine,dĨn,6.35,2.34,8.95
dined,dĨnd,4.98,1.66,8.95
dines,dĨnz,3.66,1,8.95
dip,dIp,8.53,2.61,7
dipped,dIpt,6.79,1.98,7
dips,dIps,6.51,1.52,7
dire,dĨr,8.31,2.05,11.63
dirge,dɝĵ,4.73,1,14.17
dirt,dɝt,8.94,3.12,3.83
disc,dIsk,9.73,2.12,10
discs,dIsks,8.67,1.54,10
dish,dI∫,8.89,2.77,4.89
dished,dI∫t,5.31,1.08,4.89
disk,dIsk,11.59,2.53,7.47
disks,dIsks,10.32,1.91,7.47
ditch,dI©,7.46,2.6,6.22
dive,dĨv,9.01,2.82,7.21
dived,dĨvd,5.92,1.36,7.21
dives,dĨvz,7.36,1.72,7.21
do,du,14.12,5.5,3.6
doc,dɑk,9.49,3.62,8.53
dock,dɑk,7.84,2.7,8.22
docked,dɑkt,6.22,1.76,8.22
docks,dɑks,6.35,2.28,8.22
dodge,dɑĵ,8.79,2.6,7.75
dodged,dɑĵd,5.78,1.67,7.75
doe,do,8.45,2.35,7.6
doer,duɝ,4.99,1.34,12.29
doers,duɝz,4.67,0.85,12.29
does,dʌz,13.17,4.53,3.6
doff,dɔf,3.74,0.95,14.5
dog,dɔg,10.97,3.99,2.8
dog's,dɔgz,7.83,NULL,NaN
dogs,dɔgz,10.39,3.43,2.8
dole,dol,8.78,1.7,9.35
doled,dold,4.48,0.7,9.35
doll,dɑl,8.65,3.1,3.68
dolls,dɑlz,7.91,2.46,3.68
dolt,dolt,5.88,1.45,11.23
dome,dom,7.71,2,8.44
domed,domd,5.12,0.95,NaN
domes,domz,6,1.11,8.44
Don,dɑn,10.21,5.51,NaN
don't,dont,13.69,NULL,NaN
done,dʌn,12.07,4.39,3.6
donned,dɑnd,5.28,0.6,11.65
doo,du,6.92,2.34,NaN
doom,dum,10.43,2.46,9.42
doomed,dumd,8.08,2.62,9.42
dooms,dumz,5.02,0.6,9.42
door,dɔr,10.89,4.17,3.05
doors,dɔrz,9.43,3.24,3.05
dope,dop,7.55,2.91,9.44
doped,dopt,5.36,1.65,9.44
dorm,dɔrm,7.41,2.57,9.89
dose,dos,8.54,2.43,10.1
dosed,dost,4.8,1.2,10.1
dot,dɑt,8.98,2.53,4.33
dots,dɑts,7.93,2.2,4.33
doubt,dĂt,10.79,3.51,8.79
doubts,dĂts,8.45,2.52,8.79
douche,du∫,5.46,2.08,13.39
Doug,dʌg,9.88,NULL,NaN
dough,do,8.13,2.91,6.63
dour,dĂr,4.66,0.95,13.14
douse,dĂs,4.51,1.62,12.56
doused,dĂst,4.9,1.23,12.56
dove,dʌv,7.91,2.45,6.63
doves,dʌvz,5.96,1.72,6.63
dowel,dĂəl,5.57,0.6,10.24
dower,dĂr,4.65,0.3,11
down,dĂn,12.59,4.88,4.93
downed,dĂnd,6.13,1.74,NaN
downs,dĂnz,7.48,1.97,4.93
dowse,dĂz,3.64,0.48,11
doze,doz,5.62,1.32,8
dozed,dozd,4.88,1.62,8
drab,dræb,5.83,1.62,11.11
draft,dræft,9.56,2.57,7.58
drafts,dræfts,7.11,1.58,7.58
drag,dræg,9.38,3.13,8.84
dragged,drægd,8.1,2.77,8.84
drain,dren,9.61,2.64,6.26
drained,drend,7.44,2.05,6.26
drains,drenz,7.07,1.9,6.26
drake,drek,8.79,2.48,12.07
dram,dræm,8.87,1.04,13.13
drank,dræŋk,7.71,2.82,3.47
drape,drep,5.28,1.73,9.11
draped,drept,6.38,1.3,9.11
drapes,dreps,5.19,2.18,9.11
drat,dræt,5.15,1.67,8.6
draught,dræft,5.8,1.4,12.53
draughts,dræfts,4.11,0.78,12.53
draw,drɔ,10.19,3.31,4.11
drawer,drɔr,7.82,2.82,5.37
drawers,drɔrz,6.78,2.34,6.05
drawl,drɔl,4.75,0.7,11.17
drawled,drɔld,3.18,NULL,NaN
drawn,drɔn,9.39,2.73,4.11
draws,drɔz,8.32,2.29,4.11
dread,drɛd,7.82,2.11,9.44
dream,dr!m,10.39,3.83,4.88
dreamed,dr!md,7.99,2.89,4.88
dreams,dr!mz,10.06,3.52,4.88
dreamt,drɛmt,6.68,2.53,4.88
dredge,drɛĵ,5.7,1.4,12.5
dregs,drɛgz,5.74,1.43,13.48
drench,drɛn©,4.13,1.08,9.35
drenched,drɛn©t,5.99,1.59,9.35
dress,drɛs,9.42,3.65,4.05
dressed,drɛst,8.82,3.38,4.05
drew,dru,9.19,3.11,5.41
dried,drĨd,8.36,2.41,NaN
